capture_run_id,company,document_year,table_id,pdf_name,table_query,note_number,located_title,row_order,row_type,row_level,parent_section,raw_item,normalized_item,capture_canonical_item,capture_mapping_status,column_ordinal,source_column_index,column_dimension_key,year,scope,restated,header_raw,value_raw,value,value_yuan,unit,original_unit,page,header_source_page,source_method,source_key
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,7,DETAIL,0,,宣传费,宣传费,,UNMAPPED,0.0,1.0,2022||ORIGINAL,2022.0,,False,2022,"22,288,783.54",22288783.54,22288783.54,元,元,94,,spatial_roi+column_anchors,||宣传费
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,7,DETAIL,0,,宣传费,宣传费,,UNMAPPED,1.0,2.0,2021||ORIGINAL,2021.0,,False,2021,"17,889,609.43",17889609.43,17889609.43,元,元,94,,spatial_roi+column_anchors,||宣传费
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,8,DETAIL,0,,营销培训费,营销培训费,,UNMAPPED,0.0,1.0,2022||ORIGINAL,2022.0,,False,2022,"20,641,852.75",20641852.75,20641852.75,元,元,94,,spatial_roi+column_anchors,||营销培训费
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,8,DETAIL,0,,营销培训费,营销培训费,,UNMAPPED,1.0,2.0,2021||ORIGINAL,2021.0,,False,2021,"16,670,148.39",16670148.39,16670148.39,元,元,94,,spatial_roi+column_anchors,||营销培训费
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,9,DETAIL,0,,无形资产摊销,无形资产摊销,,UNMAPPED,0.0,1.0,2022||ORIGINAL,2022.0,,False,2022,"19,575,301.07",19575301.07,19575301.07,元,元,94,,spatial_roi+column_anchors,||无形资产摊销
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,9,DETAIL,0,,无形资产摊销,无形资产摊销,,UNMAPPED,1.0,2.0,2021||ORIGINAL,2021.0,,False,2021,"14,609,593.72",14609593.72,14609593.72,元,元,94,,spatial_roi+column_anchors,||无形资产摊销
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,10,DETAIL,0,,业务招待费,业务招待费,,UNMAPPED,0.0,1.0,2022||ORIGINAL,2022.0,,False,2022,"13,100,801.70",13100801.7,13100801.7,元,元,94,,spatial_roi+column_anchors,||业务招待费
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,10,DETAIL,0,,业务招待费,业务招待费,,UNMAPPED,1.0,2.0,2021||ORIGINAL,2021.0,,False,2021,"11,147,563.40",11147563.4,11147563.4,元,元,94,,spatial_roi+column_anchors,||业务招待费
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,11,DETAIL,0,,长期待摊费用摊销,长期待摊费用摊销,,UNMAPPED,0.0,1.0,2022||ORIGINAL,2022.0,,False,2022,"11,758,841.33",11758841.33,11758841.33,元,元,94,,spatial_roi+column_anchors,||长期待摊费用摊销
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,11,DETAIL,0,,长期待摊费用摊销,长期待摊费用摊销,,UNMAPPED,1.0,2.0,2021||ORIGINAL,2021.0,,False,2021,"7,898,733.60",7898733.6,7898733.6,元,元,94,,spatial_roi+column_anchors,||长期待摊费用摊销
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,12,DETAIL,0,,固定资产折旧费,固定资产折旧费,,UNMAPPED,0.0,1.0,2022||ORIGINAL,2022.0,,False,2022,"11,290,659.29",11290659.29,11290659.29,元,元,94,,spatial_roi+column_anchors,||固定资产折旧费
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,12,DETAIL,0,,固定资产折旧费,固定资产折旧费,,UNMAPPED,1.0,2.0,2021||ORIGINAL,2021.0,,False,2021,"9,604,231.00",9604231.0,9604231.0,元,元,94,,spatial_roi+column_anchors,||固定资产折旧费
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,13,DETAIL,0,,邮电费,邮电费,,UNMAPPED,0.0,1.0,2022||ORIGINAL,2022.0,,False,2022,"10,104,387.96",10104387.96,10104387.96,元,元,94,,spatial_roi+column_anchors,||邮电费
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,13,DETAIL,0,,邮电费,邮电费,,UNMAPPED,1.0,2.0,2021||ORIGINAL,2021.0,,False,2021,"8,131,419.55",8131419.55,8131419.55,元,元,94,,spatial_roi+column_anchors,||邮电费
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,14,DETAIL,0,,公杂费,公杂费,,UNMAPPED,0.0,1.0,2022||ORIGINAL,2022.0,,False,2022,"4,864,077.44",4864077.44,4864077.44,元,元,94,,spatial_roi+column_anchors,||公杂费
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,14,DETAIL,0,,公杂费,公杂费,,UNMAPPED,1.0,2.0,2021||ORIGINAL,2021.0,,False,2021,"4,072,876.71",4072876.71,4072876.71,元,元,94,,spatial_roi+column_anchors,||公杂费
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,15,DETAIL,0,,会议费,会议费,,UNMAPPED,0.0,1.0,2022||ORIGINAL,2022.0,,False,2022,"4,535,473.50",4535473.5,4535473.5,元,元,94,,spatial_roi+column_anchors,||会议费
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,15,DETAIL,0,,会议费,会议费,,UNMAPPED,1.0,2.0,2021||ORIGINAL,2021.0,,False,2021,"3,641,588.81",3641588.81,3641588.81,元,元,94,,spatial_roi+column_anchors,||会议费
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,16,DETAIL,0,,咨询费,咨询费,,UNMAPPED,0.0,1.0,2022||ORIGINAL,2022.0,,False,2022,"3,810,258.07",3810258.07,3810258.07,元,元,94,,spatial_roi+column_anchors,||咨询费
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,16,DETAIL,0,,咨询费,咨询费,,UNMAPPED,1.0,2.0,2021||ORIGINAL,2021.0,,False,2021,"5,135,930.02",5135930.02,5135930.02,元,元,94,,spatial_roi+column_anchors,||咨询费
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,17,DETAIL,0,,研究费用,研究费用,,UNMAPPED,0.0,1.0,2022||ORIGINAL,2022.0,,False,2022,"3,542,227.68",3542227.68,3542227.68,元,元,94,,spatial_roi+column_anchors,||研究费用
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,17,DETAIL,0,,研究费用,研究费用,,UNMAPPED,1.0,2.0,2021||ORIGINAL,2021.0,,False,2021,"2,204,555.84",2204555.84,2204555.84,元,元,94,,spatial_roi+column_anchors,||研究费用
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,18,DETAIL,0,,差旅费,差旅费,,UNMAPPED,0.0,1.0,2022||ORIGINAL,2022.0,,False,2022,"3,398,704.75",3398704.75,3398704.75,元,元,94,,spatial_roi+column_anchors,||差旅费
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,18,DETAIL,0,,差旅费,差旅费,,UNMAPPED,1.0,2.0,2021||ORIGINAL,2021.0,,False,2021,"5,064,163.80",5064163.8,5064163.8,元,元,94,,spatial_roi+column_anchors,||差旅费
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,19,DETAIL,0,,其他费用,其他费用,,UNMAPPED,0.0,1.0,2022||ORIGINAL,2022.0,,False,2022,"92,539,265.17",92539265.17,92539265.17,元,元,94,,spatial_roi+column_anchors,||其他费用
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,19,DETAIL,0,,其他费用,其他费用,,UNMAPPED,1.0,2.0,2021||ORIGINAL,2021.0,,False,2021,"70,740,382.51",70740382.51,70740382.51,元,元,94,,spatial_roi+column_anchors,||其他费用
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,20,TOTAL,0,,合计,合计,,UNMAPPED,0.0,1.0,2022||ORIGINAL,2022.0,,False,2022,"931,844,715.63",931844715.63,931844715.63,元,元,94,,spatial_roi+column_anchors,||合计
中银三星2022年报__业务及管理费__20260722T090304,中银三星,2022,业务及管理费,91e001708c2b_中银三星2022年报.pdf,业务及管理费,,六、 财务报表附注(续)40. 业务及管理费,20,TOTAL,0,,合计,合计,,UNMAPPED,1.0,2.0,2021||ORIGINAL,2021.0,,False,2021,"769,267,289.95",769267289.95,769267289.95,元,元,94,,spatial_roi+column_anchors,||合计
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,1,DETAIL,0,,职工工资及福利费,职工工资及福利费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023.0,本集团,False,本集团及本公司 | 2023,"419,512,944.32",419512944.32,419512944.32,元,元,102,,spatial_roi+column_anchors,||职工工资及福利费
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,1,DETAIL,0,,职工工资及福利费,职工工资及福利费,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022.0,本公司,False,本公司 | 2022,"421,679,613.34",421679613.34,421679613.34,元,元,102,,spatial_roi+column_anchors,||职工工资及福利费
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,2,DETAIL,0,,保险保障基金(注),保险保障基金,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023.0,本集团,False,本集团及本公司 | 2023,"82,717,386.01",82717386.01,82717386.01,元,元,102,,spatial_roi+column_anchors,||保险保障基金
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,2,DETAIL,0,,保险保障基金(注),保险保障基金,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022.0,本公司,False,本公司 | 2022,"32,773,167.19",32773167.19,32773167.19,元,元,102,,spatial_roi+column_anchors,||保险保障基金
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,3,DETAIL,0,,社会统筹保险费,社会统筹保险费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023.0,本集团,False,本集团及本公司 | 2023,"73,994,768.46",73994768.46,73994768.46,元,元,102,,spatial_roi+column_anchors,||社会统筹保险费
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,3,DETAIL,0,,社会统筹保险费,社会统筹保险费,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022.0,本公司,False,本公司 | 2022,"67,330,294.17",67330294.17,67330294.17,元,元,102,,spatial_roi+column_anchors,||社会统筹保险费
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,4,DETAIL,0,,使用权资产折旧费,使用权资产折旧费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023.0,本集团,False,本集团及本公司 | 2023,"64,532,850.43",64532850.43,64532850.43,元,元,102,,spatial_roi+column_anchors,||使用权资产折旧费
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,4,DETAIL,0,,使用权资产折旧费,使用权资产折旧费,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022.0,本公司,False,本公司 | 2022,"67,853,129.62",67853129.62,67853129.62,元,元,102,,spatial_roi+column_anchors,||使用权资产折旧费
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,5,DETAIL,0,,专业外包服务费,专业外包服务费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023.0,本集团,False,本集团及本公司 | 2023,"38,173,944.02",38173944.02,38173944.02,元,元,102,,spatial_roi+column_anchors,||专业外包服务费
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,5,DETAIL,0,,专业外包服务费,专业外包服务费,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022.0,本公司,False,本公司 | 2022,"41,116,618.32",41116618.32,41116618.32,元,元,102,,spatial_roi+column_anchors,||专业外包服务费
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,6,DETAIL,0,,电子设备运转费,电子设备运转费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023.0,本集团,False,本集团及本公司 | 2023,"34,906,757.34",34906757.34,34906757.34,元,元,102,,spatial_roi+column_anchors,||电子设备运转费
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,6,DETAIL,0,,电子设备运转费,电子设备运转费,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022.0,本公司,False,本公司 | 2022,"41,063,741.08",41063741.08,41063741.08,元,元,102,,spatial_roi+column_anchors,||电子设备运转费
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,7,DETAIL,0,,营销培训费,营销培训费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023.0,本集团,False,本集团及本公司 | 2023,"34,710,649.94",34710649.94,34710649.94,元,元,102,,spatial_roi+column_anchors,||营销培训费
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,7,DETAIL,0,,营销培训费,营销培训费,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022.0,本公司,False,本公司 | 2022,"20,641,852.75",20641852.75,20641852.75,元,元,102,,spatial_roi+column_anchors,||营销培训费
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,8,DETAIL,0,,租赁费,租赁费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023.0,本集团,False,本集团及本公司 | 2023,"34,335,921.90",34335921.9,34335921.9,元,元,102,,spatial_roi+column_anchors,||租赁费
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,8,DETAIL,0,,租赁费,租赁费,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022.0,本公司,False,本公司 | 2022,"38,577,517.66",38577517.66,38577517.66,元,元,102,,spatial_roi+column_anchors,||租赁费
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,9,DETAIL,0,,无形资产摊销,无形资产摊销,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023.0,本集团,False,本集团及本公司 | 2023,"26,016,594.70",26016594.7,26016594.7,元,元,102,,spatial_roi+column_anchors,||无形资产摊销
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,9,DETAIL,0,,无形资产摊销,无形资产摊销,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022.0,本公司,False,本公司 | 2022,"19,575,301.07",19575301.07,19575301.07,元,元,102,,spatial_roi+column_anchors,||无形资产摊销
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,10,DETAIL,0,,宣传费,宣传费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023.0,本集团,False,本集团及本公司 | 2023,"24,592,403.77",24592403.77,24592403.77,元,元,102,,spatial_roi+column_anchors,||宣传费
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,10,DETAIL,0,,宣传费,宣传费,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022.0,本公司,False,本公司 | 2022,"22,288,783.54",22288783.54,22288783.54,元,元,102,,spatial_roi+column_anchors,||宣传费
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,11,DETAIL,0,,长期待摊费用摊销,长期待摊费用摊销,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023.0,本集团,False,本集团及本公司 | 2023,"15,117,997.14",15117997.14,15117997.14,元,元,102,,spatial_roi+column_anchors,||长期待摊费用摊销
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,11,DETAIL,0,,长期待摊费用摊销,长期待摊费用摊销,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022.0,本公司,False,本公司 | 2022,"11,758,841.33",11758841.33,11758841.33,元,元,102,,spatial_roi+column_anchors,||长期待摊费用摊销
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,12,DETAIL,0,,固定资产折旧费,固定资产折旧费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023.0,本集团,False,本集团及本公司 | 2023,"14,858,412.44",14858412.44,14858412.44,元,元,102,,spatial_roi+column_anchors,||固定资产折旧费
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,12,DETAIL,0,,固定资产折旧费,固定资产折旧费,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022.0,本公司,False,本公司 | 2022,"11,290,659.29",11290659.29,11290659.29,元,元,102,,spatial_roi+column_anchors,||固定资产折旧费
中银三星2023年报__业务及管理费__20260722T090301,中银三星,2023,业务及管理费,cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,13,DETAIL,0,,业务招待费,业务招待费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023.0,本集团,False,本集团及本公司 | 2023,"12,891,076.05",12891076.05,12891076.05,元,元,102,,spatial_roi+column_anchors,||业务招待费
