pdf_name,table_query,note_number,located_title,row_order,row_type,row_level,parent_section,raw_item,normalized_item,canonical_item,mapping_status,column_ordinal,source_column_index,column_dimension_key,year,scope,restated,header_raw,value_raw,value,value_yuan,unit,original_unit,page,header_source_page,source_method
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,6,DETAIL,0,,电子设备运转费,电子设备运转费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023,本集团,False,本集团及本公司 | 2023,"34,906,757.34",34906757.34,34906757.34,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,6,DETAIL,0,,电子设备运转费,电子设备运转费,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022,本公司,False,本公司 | 2022,"41,063,741.08",41063741.08,41063741.08,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,7,DETAIL,0,,营销培训费,营销培训费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023,本集团,False,本集团及本公司 | 2023,"34,710,649.94",34710649.94,34710649.94,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,7,DETAIL,0,,营销培训费,营销培训费,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022,本公司,False,本公司 | 2022,"20,641,852.75",20641852.75,20641852.75,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,8,DETAIL,0,,租赁费,租赁费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023,本集团,False,本集团及本公司 | 2023,"34,335,921.90",34335921.9,34335921.9,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,8,DETAIL,0,,租赁费,租赁费,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022,本公司,False,本公司 | 2022,"38,577,517.66",38577517.66,38577517.66,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,9,DETAIL,0,,无形资产摊销,无形资产摊销,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023,本集团,False,本集团及本公司 | 2023,"26,016,594.70",26016594.7,26016594.7,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,9,DETAIL,0,,无形资产摊销,无形资产摊销,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022,本公司,False,本公司 | 2022,"19,575,301.07",19575301.07,19575301.07,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,10,DETAIL,0,,宣传费,宣传费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023,本集团,False,本集团及本公司 | 2023,"24,592,403.77",24592403.77,24592403.77,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,10,DETAIL,0,,宣传费,宣传费,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022,本公司,False,本公司 | 2022,"22,288,783.54",22288783.54,22288783.54,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,11,DETAIL,0,,长期待摊费用摊销,长期待摊费用摊销,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023,本集团,False,本集团及本公司 | 2023,"15,117,997.14",15117997.14,15117997.14,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,11,DETAIL,0,,长期待摊费用摊销,长期待摊费用摊销,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022,本公司,False,本公司 | 2022,"11,758,841.33",11758841.33,11758841.33,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,12,DETAIL,0,,固定资产折旧费,固定资产折旧费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023,本集团,False,本集团及本公司 | 2023,"14,858,412.44",14858412.44,14858412.44,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,12,DETAIL,0,,固定资产折旧费,固定资产折旧费,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022,本公司,False,本公司 | 2022,"11,290,659.29",11290659.29,11290659.29,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,13,DETAIL,0,,业务招待费,业务招待费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023,本集团,False,本集团及本公司 | 2023,"12,891,076.05",12891076.05,12891076.05,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,13,DETAIL,0,,业务招待费,业务招待费,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022,本公司,False,本公司 | 2022,"13,100,801.70",13100801.7,13100801.7,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,14,DETAIL,0,,邮电费,邮电费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023,本集团,False,本集团及本公司 | 2023,"11,239,583.90",11239583.9,11239583.9,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,14,DETAIL,0,,邮电费,邮电费,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022,本公司,False,本公司 | 2022,"10,104,387.96",10104387.96,10104387.96,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,15,DETAIL,0,,研究费用,研究费用,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023,本集团,False,本集团及本公司 | 2023,"10,417,714.24",10417714.24,10417714.24,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,15,DETAIL,0,,研究费用,研究费用,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022,本公司,False,本公司 | 2022,"3,542,227.68",3542227.68,3542227.68,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,16,DETAIL,0,,差旅费,差旅费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023,本集团,False,本集团及本公司 | 2023,"9,205,112.12",9205112.12,9205112.12,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,16,DETAIL,0,,差旅费,差旅费,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022,本公司,False,本公司 | 2022,"3,398,704.75",3398704.75,3398704.75,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,17,DETAIL,0,,会议费,会议费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023,本集团,False,本集团及本公司 | 2023,"5,964,049.45",5964049.45,5964049.45,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,17,DETAIL,0,,会议费,会议费,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022,本公司,False,本公司 | 2022,"4,535,473.50",4535473.5,4535473.5,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,18,DETAIL,0,,公杂费,公杂费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023,本集团,False,本集团及本公司 | 2023,"4,306,634.16",4306634.16,4306634.16,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,18,DETAIL,0,,公杂费,公杂费,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022,本公司,False,本公司 | 2022,"4,864,077.44",4864077.44,4864077.44,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,19,DETAIL,0,,咨询费,咨询费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023,本集团,False,本集团及本公司 | 2023,"3,504,346.81",3504346.81,3504346.81,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,19,DETAIL,0,,咨询费,咨询费,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022,本公司,False,本公司 | 2022,"3,810,258.07",3810258.07,3810258.07,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,20,DETAIL,0,,其他费用,其他费用,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023,本集团,False,本集团及本公司 | 2023,"91,716,513.07",91716513.07,91716513.07,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,20,DETAIL,0,,其他费用,其他费用,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022,本公司,False,本公司 | 2022,"92,539,265.17",92539265.17,92539265.17,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,21,TOTAL,0,,合计,合计,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023,本集团,False,本集团及本公司 | 2023,"1,012,715,660.27",1012715660.27,1012715660.27,元,元,102,,spatial_roi+column_anchors
cb203ed177ce_中银三星2023年报.pdf,业务及管理费,,七、 财务报表附注(续)39. 业务及管理费,21,TOTAL,0,,合计,合计,,UNMAPPED,1.0,2.0,2022|本公司|ORIGINAL,2022,本公司,False,本公司 | 2022,"931,844,715.63",931844715.63,931844715.63,元,元,102,,spatial_roi+column_anchors
