source_key,parent_section,normalized_item,occurrences,capture_count,companies,example_raw_items,suggested_canonical_section,suggested_canonical_item,suggestion_score,canonical_section,canonical_item,category,mapping_status,mapping_note
||工资及福利费,,工资及福利费,16,4,交银人寿,工资及福利费,,,,,工资及福利费,,AUTO_EXACT_IDENTITY,
||服务费,,服务费,16,4,交银人寿,服务费,,,,,服务费,,AUTO_EXACT_IDENTITY,
||使用权资产折旧,,使用权资产折旧,16,4,交银人寿,使用权资产折旧,,,,,使用权资产折旧,,AUTO_EXACT_IDENTITY,
||社会统筹保险费,,社会统筹保险费,16,4,交银人寿,社会统筹保险费,,,,,社会统筹保险费,,AUTO_EXACT_IDENTITY,
||住房公积金,,住房公积金,16,4,交银人寿,住房公积金,,,,,住房公积金,,AUTO_EXACT_IDENTITY,
||保险保障基金,,保险保障基金,16,4,交银人寿,保险保障基金,,,,,保险保障基金,,AUTO_EXACT_IDENTITY,
||物业及公杂费,,物业及公杂费,16,4,交银人寿,物业及公杂费,,,,,物业及公杂费,,AUTO_EXACT_IDENTITY,
||委托投资管理费,,委托投资管理费,16,4,交银人寿,委托投资管理费,,,,,委托投资管理费,,AUTO_EXACT_IDENTITY,
||业务宣传费,,业务宣传费,16,4,交银人寿,业务宣传费,,,,,业务宣传费,,AUTO_EXACT_IDENTITY,
||无形资产摊销,,无形资产摊销,16,4,交银人寿,无形资产摊销,,,,,无形资产摊销,,AUTO_EXACT_IDENTITY,
||业务招待费,,业务招待费,14,4,交银人寿,业务招待费,,,,,业务招待费,,AUTO_EXACT_IDENTITY,
||培训费,,培训费,16,4,交银人寿,培训费,,,,,培训费,,AUTO_EXACT_IDENTITY,
||会议费,,会议费,16,4,交银人寿,会议费,,,,,会议费,,AUTO_EXACT_IDENTITY,
||软件维护修理费,,软件维护修理费,11,3,交银人寿,软件维护修理费,,,,,软件维护修理费,,AUTO_EXACT_IDENTITY,
||邮电费,,邮电费,14,4,交银人寿,邮电费,,,,,邮电费,,AUTO_EXACT_IDENTITY,
||工会经费和职工教育经费,,工会经费和职工教育经费,12,3,交银人寿,工会经费和职工教育经费,,,,,工会经费和职工教育经费,,AUTO_EXACT_IDENTITY,
||长期摊销费用,,长期摊销费用,15,4,交银人寿,长期摊销费用,,,,,长期摊销费用,,AUTO_EXACT_IDENTITY,
||固定资产折旧,,固定资产折旧,15,4,交银人寿,固定资产折旧,,,,,固定资产折旧,,AUTO_EXACT_IDENTITY,
||差旅费,,差旅费,16,4,交银人寿,差旅费,,,,,差旅费,,AUTO_EXACT_IDENTITY,
||租赁费,,租赁费,15,4,交银人寿,租赁费,,,,,租赁费,,AUTO_EXACT_IDENTITY,
||其他,,其他,16,4,交银人寿,其他,,,,,其他,,AUTO_EXACT_IDENTITY,
||总计,,总计,8,2,交银人寿,总计,,,,,总计,,AUTO_EXACT_IDENTITY,
||工会经费和职工教育经费育经费,,工会经费和职工教育经费育经费,3,1,交银人寿,工会经费和职工教育经费育经费,,工会经费和职工教育经费,0.88,,工会经费和职工教育经费育经费,,UNMAPPED_PRESERVED,
||减：当期发生的保险获取现金流量,,减：当期发生的保险获取现金流量,8,2,交银人寿,减：当期发生的保险获取现金流量,,,,,减：当期发生的保险获取现金流量,,AUTO_EXACT_IDENTITY,
||当期发生的其他保险履约现金流,,当期发生的其他保险履约现金流,8,2,交银人寿,当期发生的其他保险履约现金流,,,,,当期发生的其他保险履约现金流,,AUTO_EXACT_IDENTITY,
||合计,,合计,8,2,交银人寿,合计,,,,,合计,,AUTO_EXACT_IDENTITY,
