row_order,row_type,parent_section,raw_item,normalized_item,unit,2021,2022
1,DETAIL,,寿险责任准备金,寿险责任准备金,,14009728.55,18872533.2
2,DETAIL,,长期健康险责任准备金,长期健康险责任准备金,,1271333.05,731567.36
3,DETAIL,,未决赔款准备金,未决赔款准备金,,-141331.71,55362.96
4,TOTAL,,合计,合计,,15139729.89,19659463.52
6,DETAIL,(2)提取/(转回)的未决赔款准备金构成内容列示如下,已发生已报案未决赔款准备金,已发生已报案未决赔款准备金,,-19972.17,22291.05
7,DETAIL,(2)提取/(转回)的未决赔款准备金构成内容列示如下,已发生未报案未决赔款准备金,已发生未报案未决赔款准备金,,-109154.59,28857.13
8,DETAIL,(2)提取/(转回)的未决赔款准备金构成内容列示如下,理赔费用准备金,理赔费用准备金,,-12204.95,4214.78
9,TOTAL,(2)提取/(转回)的未决赔款准备金构成内容列示如下,合计,合计,,-141331.71,55362.96
