pdf_name,table_query,note_number,located_title,row_order,row_type,row_level,parent_section,raw_item,normalized_item,canonical_item,mapping_status,column_ordinal,source_column_index,column_dimension_key,year,scope,restated,header_raw,value_raw,value,value_yuan,unit,original_unit,page,header_source_page,source_method
eb85fed15107_交银人寿2023年报.pdf,业务及管理费,,48 业务及管理费,1,DETAIL,0,,工资及福利费,工资及福利费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023,本集团,False,本集团 | 2023,"400,219,248",400219248.0,,,,100,,spatial_roi+column_anchors
eb85fed15107_交银人寿2023年报.pdf,业务及管理费,,48 业务及管理费,1,DETAIL,0,,工资及福利费,工资及福利费,,UNMAPPED,1.0,2.0,2022|本集团|ORIGINAL,2022,本集团,False,本集团 | 2022,"366,354,777",366354777.0,,,,100,,spatial_roi+column_anchors
eb85fed15107_交银人寿2023年报.pdf,业务及管理费,,48 业务及管理费,1,DETAIL,0,,工资及福利费,工资及福利费,,UNMAPPED,2.0,3.0,2023|本公司|ORIGINAL,2023,本公司,False,本公司 | 2023,"364,635,392",364635392.0,,,,100,,spatial_roi+column_anchors
eb85fed15107_交银人寿2023年报.pdf,业务及管理费,,48 业务及管理费,1,DETAIL,0,,工资及福利费,工资及福利费,,UNMAPPED,3.0,4.0,2022|本公司|ORIGINAL,2022,本公司,False,本公司 | 2022,"321,213,616",321213616.0,,,,100,,spatial_roi+column_anchors
eb85fed15107_交银人寿2023年报.pdf,业务及管理费,,48 业务及管理费,2,DETAIL,0,,服务费,服务费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023,本集团,False,本集团 | 2023,"93,215,390",93215390.0,,,,100,,spatial_roi+column_anchors
eb85fed15107_交银人寿2023年报.pdf,业务及管理费,,48 业务及管理费,2,DETAIL,0,,服务费,服务费,,UNMAPPED,1.0,2.0,2022|本集团|ORIGINAL,2022,本集团,False,本集团 | 2022,"100,887,523",100887523.0,,,,100,,spatial_roi+column_anchors
eb85fed15107_交银人寿2023年报.pdf,业务及管理费,,48 业务及管理费,2,DETAIL,0,,服务费,服务费,,UNMAPPED,2.0,3.0,2023|本公司|ORIGINAL,2023,本公司,False,本公司 | 2023,"84,247,166",84247166.0,,,,100,,spatial_roi+column_anchors
eb85fed15107_交银人寿2023年报.pdf,业务及管理费,,48 业务及管理费,2,DETAIL,0,,服务费,服务费,,UNMAPPED,3.0,4.0,2022|本公司|ORIGINAL,2022,本公司,False,本公司 | 2022,"91,691,719",91691719.0,,,,100,,spatial_roi+column_anchors
eb85fed15107_交银人寿2023年报.pdf,业务及管理费,,48 业务及管理费,3,DETAIL,0,,社会统筹保险费,社会统筹保险费,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023,本集团,False,本集团 | 2023,"86,485,664",86485664.0,,,,100,,spatial_roi+column_anchors
eb85fed15107_交银人寿2023年报.pdf,业务及管理费,,48 业务及管理费,3,DETAIL,0,,社会统筹保险费,社会统筹保险费,,UNMAPPED,1.0,2.0,2022|本集团|ORIGINAL,2022,本集团,False,本集团 | 2022,"80,307,620",80307620.0,,,,100,,spatial_roi+column_anchors
eb85fed15107_交银人寿2023年报.pdf,业务及管理费,,48 业务及管理费,3,DETAIL,0,,社会统筹保险费,社会统筹保险费,,UNMAPPED,2.0,3.0,2023|本公司|ORIGINAL,2023,本公司,False,本公司 | 2023,"80,909,946",80909946.0,,,,100,,spatial_roi+column_anchors
eb85fed15107_交银人寿2023年报.pdf,业务及管理费,,48 业务及管理费,3,DETAIL,0,,社会统筹保险费,社会统筹保险费,,UNMAPPED,3.0,4.0,2022|本公司|ORIGINAL,2022,本公司,False,本公司 | 2022,"74,919,141",74919141.0,,,,100,,spatial_roi+column_anchors
eb85fed15107_交银人寿2023年报.pdf,业务及管理费,,48 业务及管理费,4,DETAIL,0,,使用权资产折旧,使用权资产折旧,,UNMAPPED,0.0,1.0,2023|本集团|ORIGINAL,2023,本集团,False,本集团 | 2023,"83,525,836",83525836.0,,,,100,,spatial_roi+column_anchors
eb85fed15107_交银人寿2023年报.pdf,业务及管理费,,48 业务及管理费,4,DETAIL,0,,使用权资产折旧,使用权资产折旧,,UNMAPPED,1.0,2.0,2022|本集团|ORIGINAL,2022,本集团,False,本集团 | 2022,"84,362,233",84362233.0,,,,100,,spatial_roi+column_anchors
eb85fed15107_交银人寿2023年报.pdf,业务及管理费,,48 业务及管理费,4,DETAIL,0,,使用权资产折旧,使用权资产折旧,,UNMAPPED,2.0,3.0,2023|本公司|ORIGINAL,2023,本公司,False,本公司 | 2023,"74,913,512",74913512.0,,,,100,,spatial_roi+column_anchors
