table_id,canonical_key,canonical_section,canonical_item,company,document_year,year,scope,restated,unit,source_count,mapping_status,conflict_status,final_value,source_rows,canonical_order,row_type,row_level,parent_section,order_source,reference_capture_run_id,reference_row_order,values_found,units_found
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::固定资产折旧,,固定资产折旧,交银人寿,2022,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2022年报__业务及管理费__20260721T162524:p91:固定资产折旧 | 交银人寿2022年报__业务及管理费__20260721T162524:p91:固定资产折旧,,,,,,,,7096977.0 | 6585788.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::固定资产折旧,,固定资产折旧,交银人寿,2022,2021.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2022年报__业务及管理费__20260721T162524:p91:固定资产折旧 | 交银人寿2022年报__业务及管理费__20260721T162524:p91:固定资产折旧,,,,,,,,7501736.0 | 6895387.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::差旅费,,差旅费,交银人寿,2022,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2022年报__业务及管理费__20260721T162524:p91:差旅费 | 交银人寿2022年报__业务及管理费__20260721T162524:p91:差旅费,,,,,,,,5994930.0 | 5716214.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::差旅费,,差旅费,交银人寿,2022,2021.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2022年报__业务及管理费__20260721T162524:p91:差旅费 | 交银人寿2022年报__业务及管理费__20260721T162524:p91:差旅费,,,,,,,,10403769.0 | 9674125.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::租赁费,,租赁费,交银人寿,2022,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2022年报__业务及管理费__20260721T162524:p91:租赁费 | 交银人寿2022年报__业务及管理费__20260721T162524:p91:租赁费,,,,,,,,2200322.0 | 1056327.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::租赁费,,租赁费,交银人寿,2022,2021.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2022年报__业务及管理费__20260721T162524:p91:租赁费 | 交银人寿2022年报__业务及管理费__20260721T162524:p91:租赁费,,,,,,,,6422408.0 | 4773837.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::其他,,其他,交银人寿,2022,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2022年报__业务及管理费__20260721T162524:p91:其他 | 交银人寿2022年报__业务及管理费__20260721T162524:p91:其他,,,,,,,,38450064.0 | 35415822.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::其他,,其他,交银人寿,2022,2021.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2022年报__业务及管理费__20260721T162524:p91:其他 | 交银人寿2022年报__业务及管理费__20260721T162524:p91:其他,,,,,,,,24436129.0 | 21905438.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::合计,,合计,交银人寿,2022,2022.0,,False,,2,CONFIRMED,VALUE_CONFLICT,,交银人寿2022年报__业务及管理费__20260721T162524:p91:总计 | 交银人寿2022年报__业务及管理费__20260721T162524:p91:总计,,,,,,,,909041083.0 | 922826882.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::合计,,合计,交银人寿,2022,2021.0,,False,,2,CONFIRMED,VALUE_CONFLICT,,交银人寿2022年报__业务及管理费__20260721T162524:p91:总计 | 交银人寿2022年报__业务及管理费__20260721T162524:p91:总计,,,,,,,,987834923.0 | 992644880.0,
