capture_run_id,company,document_year,table_id,pdf_name,table_query,note_number,located_title,row_order,row_type,row_level,parent_section,raw_item,normalized_item,capture_canonical_item,capture_mapping_status,year,scope,restated,header_raw,value_raw,value,value_yuan,unit,original_unit,page,header_source_page,source_method,source_key,canonical_section,canonical_item,category,mapping_status,mapping_note,canonical_key,canonical_order,row_type_order,row_level_order,parent_section_order,order_source,reference_capture_run_id,reference_row_order
农银人寿2023年报__业务及管理费__20260721T161604,农银人寿,2023,业务及管理费,3f737be00412_农银人寿2023年报.pdf,业务及管理费,,"合计 (15,714.27) (21,900.60)37. 业务及管理费",9,DETAIL,0,,监管费,监管费,,UNMAPPED,2022.0,,False,2022.0,"13,692.90",13692.9,,,,106,,spatial_roi+column_anchors,||监管费,,监管费,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::::监管费,11,DETAIL,0,nan,REFERENCE:农银人寿2022年报__业务及管理费__20260721T161445,农银人寿2022年报__业务及管理费__20260721T161445,10.0
农银人寿2023年报__业务及管理费__20260721T161604,农银人寿,2023,业务及管理费,3f737be00412_农银人寿2023年报.pdf,业务及管理费,,"合计 (15,714.27) (21,900.60)37. 业务及管理费",10,DETAIL,0,,车船使用费,车船使用费,,UNMAPPED,2023.0,,False,2023.0,"3,012.62",3012.62,,,,106,,spatial_roi+column_anchors,||车船使用费,,车船使用费,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::::车船使用费,12,DETAIL,0,nan,REFERENCE:农银人寿2022年报__业务及管理费__20260721T161445,农银人寿2022年报__业务及管理费__20260721T161445,11.0
农银人寿2023年报__业务及管理费__20260721T161604,农银人寿,2023,业务及管理费,3f737be00412_农银人寿2023年报.pdf,业务及管理费,,"合计 (15,714.27) (21,900.60)37. 业务及管理费",10,DETAIL,0,,车船使用费,车船使用费,,UNMAPPED,2022.0,,False,2022.0,"2,880.27",2880.27,,,,106,,spatial_roi+column_anchors,||车船使用费,,车船使用费,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::::车船使用费,12,DETAIL,0,nan,REFERENCE:农银人寿2022年报__业务及管理费__20260721T161445,农银人寿2022年报__业务及管理费__20260721T161445,11.0
农银人寿2023年报__业务及管理费__20260721T161604,农银人寿,2023,业务及管理费,3f737be00412_农银人寿2023年报.pdf,业务及管理费,,"合计 (15,714.27) (21,900.60)37. 业务及管理费",11,DETAIL,0,,其他,其他,,UNMAPPED,2023.0,,False,2023.0,"97,452.32",97452.32,,,,106,,spatial_roi+column_anchors,||其他,,其他,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::::其他,13,DETAIL,0,nan,REFERENCE:农银人寿2022年报__业务及管理费__20260721T161445,农银人寿2022年报__业务及管理费__20260721T161445,12.0
农银人寿2023年报__业务及管理费__20260721T161604,农银人寿,2023,业务及管理费,3f737be00412_农银人寿2023年报.pdf,业务及管理费,,"合计 (15,714.27) (21,900.60)37. 业务及管理费",11,DETAIL,0,,其他,其他,,UNMAPPED,2022.0,,False,2022.0,"99,003.59",99003.59,,,,106,,spatial_roi+column_anchors,||其他,,其他,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::::其他,13,DETAIL,0,nan,REFERENCE:农银人寿2022年报__业务及管理费__20260721T161445,农银人寿2022年报__业务及管理费__20260721T161445,12.0
农银人寿2023年报__业务及管理费__20260721T161604,农银人寿,2023,业务及管理费,3f737be00412_农银人寿2023年报.pdf,业务及管理费,,"合计 (15,714.27) (21,900.60)37. 业务及管理费",12,TOTAL,0,,合计,合计,,UNMAPPED,2023.0,,False,2023.0,"1,988,868.24",1988868.24,,,,106,,spatial_roi+column_anchors,||合计,,合计,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::::合计,14,TOTAL,0,nan,REFERENCE:农银人寿2022年报__业务及管理费__20260721T161445,农银人寿2022年报__业务及管理费__20260721T161445,13.0
农银人寿2023年报__业务及管理费__20260721T161604,农银人寿,2023,业务及管理费,3f737be00412_农银人寿2023年报.pdf,业务及管理费,,"合计 (15,714.27) (21,900.60)37. 业务及管理费",12,TOTAL,0,,合计,合计,,UNMAPPED,2022.0,,False,2022.0,"1,898,516.20",1898516.2,,,,106,,spatial_roi+column_anchors,||合计,,合计,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::::合计,14,TOTAL,0,nan,REFERENCE:农银人寿2022年报__业务及管理费__20260721T161445,农银人寿2022年报__业务及管理费__20260721T161445,13.0
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,1,SECTION_HEADER,0,,按费用项目：,按费用项目,,UNMAPPED,,,,,,,,,,140,,spatial_roi,||按费用项目,,按费用项目,,UNMAPPED_PRESERVED,,RAW::业务及管理费::::按费用项目,15,SECTION_HEADER,0,nan,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,2,DETAIL,1,按费用项目,手续费及佣金,手续费及佣金,,UNMAPPED,2024.0,,False,2024,"2,117,405.27",2117405.27,,,,140,,spatial_roi+column_anchors,按费用项目||手续费及佣金,按费用项目,手续费及佣金,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::手续费及佣金,16,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,2,DETAIL,1,按费用项目,手续费及佣金,手续费及佣金,,UNMAPPED,2023.0,,True,2023 | (已重述),"2,547,501.92",2547501.92,,,,140,,spatial_roi+column_anchors,按费用项目||手续费及佣金,按费用项目,手续费及佣金,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::手续费及佣金,16,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,3,DETAIL,1,按费用项目,职工薪酬,职工薪酬,,UNMAPPED,2024.0,,False,2024,"903,525.94",903525.94,,,,140,,spatial_roi+column_anchors,按费用项目||职工薪酬,按费用项目,职工薪酬,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::职工薪酬,17,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,3,DETAIL,1,按费用项目,职工薪酬,职工薪酬,,UNMAPPED,2023.0,,True,2023 | (已重述),"925,567.65",925567.65,,,,140,,spatial_roi+column_anchors,按费用项目||职工薪酬,按费用项目,职工薪酬,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::职工薪酬,17,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,4,DETAIL,1,按费用项目,其他业务成本,其他业务成本,,UNMAPPED,2024.0,,False,2024,"489,702.23",489702.23,,,,140,,spatial_roi+column_anchors,按费用项目||其他业务成本,按费用项目,其他业务成本,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::其他业务成本,18,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,4,DETAIL,1,按费用项目,其他业务成本,其他业务成本,,UNMAPPED,2023.0,,True,2023 | (已重述),"382,701.34",382701.34,,,,140,,spatial_roi+column_anchors,按费用项目||其他业务成本,按费用项目,其他业务成本,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::其他业务成本,18,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,5,DETAIL,1,按费用项目,社会保险费和住房公积金,社会保险费和住房公积金,,UNMAPPED,2024.0,,False,2024,"309,872.43",309872.43,,,,140,,spatial_roi+column_anchors,按费用项目||社会保险费和住房公积金,按费用项目,社会保险费和住房公积金,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::社会保险费和住房公积金,19,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,5,DETAIL,1,按费用项目,社会保险费和住房公积金,社会保险费和住房公积金,,UNMAPPED,2023.0,,True,2023 | (已重述),"293,189.24",293189.24,,,,140,,spatial_roi+column_anchors,按费用项目||社会保险费和住房公积金,按费用项目,社会保险费和住房公积金,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::社会保险费和住房公积金,19,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,6,DETAIL,1,按费用项目,折旧和摊销费,折旧和摊销费,,UNMAPPED,2024.0,,False,2024,"209,436.14",209436.14,,,,140,,spatial_roi+column_anchors,按费用项目||折旧和摊销费,按费用项目,折旧和摊销费,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::折旧和摊销费,20,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,6,DETAIL,1,按费用项目,折旧和摊销费,折旧和摊销费,,UNMAPPED,2023.0,,True,2023 | (已重述),"203,068.18",203068.18,,,,140,,spatial_roi+column_anchors,按费用项目||折旧和摊销费,按费用项目,折旧和摊销费,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::折旧和摊销费,20,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,7,DETAIL,1,按费用项目,行政办公支出,行政办公支出,,UNMAPPED,2024.0,,False,2024,"116,159.58",116159.58,,,,140,,spatial_roi+column_anchors,按费用项目||行政办公支出,按费用项目,行政办公支出,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::行政办公支出,21,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,7,DETAIL,1,按费用项目,行政办公支出,行政办公支出,,UNMAPPED,2023.0,,True,2023 | (已重述),"149,446.87",149446.87,,,,140,,spatial_roi+column_anchors,按费用项目||行政办公支出,按费用项目,行政办公支出,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::行政办公支出,21,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,8,DETAIL,1,按费用项目,劳动保险费,劳动保险费,,UNMAPPED,2024.0,,False,2024,"68,702.66",68702.66,,,,140,,spatial_roi+column_anchors,按费用项目||劳动保险费,按费用项目,劳动保险费,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::劳动保险费,22,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,8,DETAIL,1,按费用项目,劳动保险费,劳动保险费,,UNMAPPED,2023.0,,True,2023 | (已重述),"68,234.85",68234.85,,,,140,,spatial_roi+column_anchors,按费用项目||劳动保险费,按费用项目,劳动保险费,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::劳动保险费,22,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,9,DETAIL,1,按费用项目,保险保障基金,保险保障基金,,UNMAPPED,2024.0,,False,2024,"118,920.60",118920.6,,,,140,,spatial_roi+column_anchors,按费用项目||保险保障基金,按费用项目,保险保障基金,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::保险保障基金,23,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,9,DETAIL,1,按费用项目,保险保障基金,保险保障基金,,UNMAPPED,2023.0,,True,2023 | (已重述),"89,744.97",89744.97,,,,140,,spatial_roi+column_anchors,按费用项目||保险保障基金,按费用项目,保险保障基金,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::保险保障基金,23,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,10,DETAIL,1,按费用项目,电子设备运转费,电子设备运转费,,UNMAPPED,2024.0,,False,2024,"49,389.33",49389.33,,,,140,,spatial_roi+column_anchors,按费用项目||电子设备运转费,按费用项目,电子设备运转费,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::电子设备运转费,24,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,10,DETAIL,1,按费用项目,电子设备运转费,电子设备运转费,,UNMAPPED,2023.0,,True,2023 | (已重述),"62,795.24",62795.24,,,,140,,spatial_roi+column_anchors,按费用项目||电子设备运转费,按费用项目,电子设备运转费,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::电子设备运转费,24,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,11,DETAIL,1,按费用项目,租赁费,租赁费,,UNMAPPED,2024.0,,False,2024,"23,042.28",23042.28,,,,140,,spatial_roi+column_anchors,按费用项目||租赁费,按费用项目,租赁费,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::租赁费,25,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,11,DETAIL,1,按费用项目,租赁费,租赁费,,UNMAPPED,2023.0,,True,2023 | (已重述),"21,362.96",21362.96,,,,140,,spatial_roi+column_anchors,按费用项目||租赁费,按费用项目,租赁费,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::租赁费,25,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,12,DETAIL,1,按费用项目,广告及宣传费,广告及宣传费,,UNMAPPED,2024.0,,False,2024,"47,629.42",47629.42,,,,140,,spatial_roi+column_anchors,按费用项目||广告及宣传费,按费用项目,广告及宣传费,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::广告及宣传费,26,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,12,DETAIL,1,按费用项目,广告及宣传费,广告及宣传费,,UNMAPPED,2023.0,,True,2023 | (已重述),"59,859.04",59859.04,,,,140,,spatial_roi+column_anchors,按费用项目||广告及宣传费,按费用项目,广告及宣传费,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::广告及宣传费,26,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,13,DETAIL,1,按费用项目,监管费,监管费,,UNMAPPED,2024.0,,False,2024,"13,642.75",13642.75,,,,140,,spatial_roi+column_anchors,按费用项目||监管费,按费用项目,监管费,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::监管费,27,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,13,DETAIL,1,按费用项目,监管费,监管费,,UNMAPPED,2023.0,,True,2023 | (已重述),"15,134.30",15134.3,,,,140,,spatial_roi+column_anchors,按费用项目||监管费,按费用项目,监管费,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::监管费,27,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,14,DETAIL,1,按费用项目,车船使用费,车船使用费,,UNMAPPED,2024.0,,False,2024,"2,605.51",2605.51,,,,140,,spatial_roi+column_anchors,按费用项目||车船使用费,按费用项目,车船使用费,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::车船使用费,28,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,14,DETAIL,1,按费用项目,车船使用费,车船使用费,,UNMAPPED,2023.0,,True,2023 | (已重述),"3,012.62",3012.62,,,,140,,spatial_roi+column_anchors,按费用项目||车船使用费,按费用项目,车船使用费,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::车船使用费,28,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,15,DETAIL,1,按费用项目,其他,其他,,UNMAPPED,2024.0,,False,2024,"104,735.89",104735.89,,,,140,,spatial_roi+column_anchors,按费用项目||其他,按费用项目,其他,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::其他,29,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,15,DETAIL,1,按费用项目,其他,其他,,UNMAPPED,2023.0,,True,2023 | (已重述),"97,452.32",97452.32,,,,140,,spatial_roi+column_anchors,按费用项目||其他,按费用项目,其他,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::其他,29,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,16,TOTAL,1,按费用项目,合计,合计,,UNMAPPED,2024.0,,False,2024,"4,574,770.03",4574770.03,,,,140,,spatial_roi+column_anchors,按费用项目||合计,按费用项目,合计,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::合计,30,TOTAL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2024年报__业务及管理费__20260721T161644,农银人寿,2024,业务及管理费,923258b5c33a_农银人寿2024年报.pdf,业务及管理费,,截至2024年12月31日止年度财务报表29. 业务及管理费和其他业务成本,16,TOTAL,1,按费用项目,合计,合计,,UNMAPPED,2023.0,,True,2023 | (已重述),"4,919,071.50",4919071.5,,,,140,,spatial_roi+column_anchors,按费用项目||合计,按费用项目,合计,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::合计,30,TOTAL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2025年报__业务及管理费__20260721T161648,农银人寿,2025,业务及管理费,9fa2aa2597fc_农银人寿2025年报.pdf,业务及管理费,,截至2025年12月31日止年度财务报表30. 业务及管理费和其他业务成本,1,SECTION_HEADER,0,,按费用项目：,按费用项目,,UNMAPPED,,,,,,,,,,122,,spatial_roi,||按费用项目,,按费用项目,,UNMAPPED_PRESERVED,,RAW::业务及管理费::::按费用项目,15,SECTION_HEADER,0,nan,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2025年报__业务及管理费__20260721T161648,农银人寿,2025,业务及管理费,9fa2aa2597fc_农银人寿2025年报.pdf,业务及管理费,,截至2025年12月31日止年度财务报表30. 业务及管理费和其他业务成本,2,DETAIL,1,按费用项目,手续费及佣金,手续费及佣金,,UNMAPPED,2025.0,,False,2025.0,"2,011,583.45",2011583.45,,,,122,,spatial_roi+column_anchors,按费用项目||手续费及佣金,按费用项目,手续费及佣金,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::手续费及佣金,16,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2025年报__业务及管理费__20260721T161648,农银人寿,2025,业务及管理费,9fa2aa2597fc_农银人寿2025年报.pdf,业务及管理费,,截至2025年12月31日止年度财务报表30. 业务及管理费和其他业务成本,2,DETAIL,1,按费用项目,手续费及佣金,手续费及佣金,,UNMAPPED,2024.0,,False,2024.0,"2,117,405.27",2117405.27,,,,122,,spatial_roi+column_anchors,按费用项目||手续费及佣金,按费用项目,手续费及佣金,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::手续费及佣金,16,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
农银人寿2025年报__业务及管理费__20260721T161648,农银人寿,2025,业务及管理费,9fa2aa2597fc_农银人寿2025年报.pdf,业务及管理费,,截至2025年12月31日止年度财务报表30. 业务及管理费和其他业务成本,3,DETAIL,1,按费用项目,职工薪酬,职工薪酬,,UNMAPPED,2025.0,,False,2025.0,"949,839.99",949839.99,,,,122,,spatial_roi+column_anchors,按费用项目||职工薪酬,按费用项目,职工薪酬,,AUTO_EXACT_IDENTITY,,CANON::业务及管理费::按费用项目::职工薪酬,17,DETAIL,1,按费用项目,INSERTED_FROM:农银人寿2024年报__业务及管理费__20260721T161644,农银人寿2022年报__业务及管理费__20260721T161445,
