capture_run_id,company,document_year,table_id,pdf_name,table_query,note_number,located_title,row_order,row_type,row_level,parent_section,raw_item,normalized_item,capture_canonical_item,capture_mapping_status,year,scope,restated,header_raw,value_raw,value,value_yuan,unit,original_unit,page,header_source_page,source_method,source_key,canonical_section,canonical_item,category,mapping_status,mapping_note,canonical_key
建信人寿2022年报__业务及管理费__20260721T155348,建信人寿,2022,建信人寿业务及管理费20222025,e7eec2489f81_建信人寿2022年报.pdf,业务及管理费,,"合计 4,051,761,120 3,369,170,56749. 业务及管理费",14,DETAIL,0,,广告宣传费,广告宣传费,,UNMAPPED,2021.0,,False,2021.0,"32,713,363",32713363.0,,,,144,,spatial_roi+column_anchors,||广告宣传费,,广告宣传费,,AUTO_EXACT_IDENTITY,,CANON::建信人寿业务及管理费20222025::::广告宣传费
建信人寿2022年报__业务及管理费__20260721T155348,建信人寿,2022,建信人寿业务及管理费20222025,e7eec2489f81_建信人寿2022年报.pdf,业务及管理费,,"合计 4,051,761,120 3,369,170,56749. 业务及管理费",15,DETAIL,0,,业务招待费,业务招待费,,UNMAPPED,2022.0,,False,2022.0,"20,437,410",20437410.0,,,,144,,spatial_roi+column_anchors,||业务招待费,,业务招待费,,AUTO_EXACT_IDENTITY,,CANON::建信人寿业务及管理费20222025::::业务招待费
建信人寿2022年报__业务及管理费__20260721T155348,建信人寿,2022,建信人寿业务及管理费20222025,e7eec2489f81_建信人寿2022年报.pdf,业务及管理费,,"合计 4,051,761,120 3,369,170,56749. 业务及管理费",15,DETAIL,0,,业务招待费,业务招待费,,UNMAPPED,2021.0,,False,2021.0,"35,047,382",35047382.0,,,,144,,spatial_roi+column_anchors,||业务招待费,,业务招待费,,AUTO_EXACT_IDENTITY,,CANON::建信人寿业务及管理费20222025::::业务招待费
建信人寿2022年报__业务及管理费__20260721T155348,建信人寿,2022,建信人寿业务及管理费20222025,e7eec2489f81_建信人寿2022年报.pdf,业务及管理费,,"合计 4,051,761,120 3,369,170,56749. 业务及管理费",16,DETAIL,0,,公杂费,公杂费,,UNMAPPED,2022.0,,False,2022.0,"18,938,952",18938952.0,,,,144,,spatial_roi+column_anchors,||公杂费,,公杂费,,AUTO_EXACT_IDENTITY,,CANON::建信人寿业务及管理费20222025::::公杂费
建信人寿2022年报__业务及管理费__20260721T155348,建信人寿,2022,建信人寿业务及管理费20222025,e7eec2489f81_建信人寿2022年报.pdf,业务及管理费,,"合计 4,051,761,120 3,369,170,56749. 业务及管理费",16,DETAIL,0,,公杂费,公杂费,,UNMAPPED,2021.0,,False,2021.0,"18,071,042",18071042.0,,,,144,,spatial_roi+column_anchors,||公杂费,,公杂费,,AUTO_EXACT_IDENTITY,,CANON::建信人寿业务及管理费20222025::::公杂费
建信人寿2022年报__业务及管理费__20260721T155348,建信人寿,2022,建信人寿业务及管理费20222025,e7eec2489f81_建信人寿2022年报.pdf,业务及管理费,,"合计 4,051,761,120 3,369,170,56749. 业务及管理费",17,DETAIL,0,,差旅费,差旅费,,UNMAPPED,2022.0,,False,2022.0,"15,413,220",15413220.0,,,,144,,spatial_roi+column_anchors,||差旅费,,差旅费,,AUTO_EXACT_IDENTITY,,CANON::建信人寿业务及管理费20222025::::差旅费
建信人寿2022年报__业务及管理费__20260721T155348,建信人寿,2022,建信人寿业务及管理费20222025,e7eec2489f81_建信人寿2022年报.pdf,业务及管理费,,"合计 4,051,761,120 3,369,170,56749. 业务及管理费",17,DETAIL,0,,差旅费,差旅费,,UNMAPPED,2021.0,,False,2021.0,"26,765,551",26765551.0,,,,144,,spatial_roi+column_anchors,||差旅费,,差旅费,,AUTO_EXACT_IDENTITY,,CANON::建信人寿业务及管理费20222025::::差旅费
建信人寿2022年报__业务及管理费__20260721T155348,建信人寿,2022,建信人寿业务及管理费20222025,e7eec2489f81_建信人寿2022年报.pdf,业务及管理费,,"合计 4,051,761,120 3,369,170,56749. 业务及管理费",18,DETAIL,0,,水电费,水电费,,UNMAPPED,2022.0,,False,2022.0,"11,244,764",11244764.0,,,,144,,spatial_roi+column_anchors,||水电费,,水电费,,AUTO_EXACT_IDENTITY,,CANON::建信人寿业务及管理费20222025::::水电费
建信人寿2022年报__业务及管理费__20260721T155348,建信人寿,2022,建信人寿业务及管理费20222025,e7eec2489f81_建信人寿2022年报.pdf,业务及管理费,,"合计 4,051,761,120 3,369,170,56749. 业务及管理费",18,DETAIL,0,,水电费,水电费,,UNMAPPED,2021.0,,False,2021.0,"8,814,545",8814545.0,,,,144,,spatial_roi+column_anchors,||水电费,,水电费,,AUTO_EXACT_IDENTITY,,CANON::建信人寿业务及管理费20222025::::水电费
建信人寿2022年报__业务及管理费__20260721T155348,建信人寿,2022,建信人寿业务及管理费20222025,e7eec2489f81_建信人寿2022年报.pdf,业务及管理费,,"合计 4,051,761,120 3,369,170,56749. 业务及管理费",19,DETAIL,0,,租赁负债利息支出,租赁负债利息支出,,UNMAPPED,2022.0,,False,2022.0,"8,315,377",8315377.0,,,,144,,spatial_roi+column_anchors,||租赁负债利息支出,,租赁负债利息支出,,AUTO_EXACT_IDENTITY,,CANON::建信人寿业务及管理费20222025::::租赁负债利息支出
