table_id,canonical_key,canonical_section,canonical_item,company,document_year,year,scope,restated,unit,source_count,mapping_status,conflict_status,final_value,source_rows
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::提取保险保障基金,,提取保险保障基金,建信人寿,2024,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,136221630.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:提取保险保障基金
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::提取保险保障基金,,提取保险保障基金,建信人寿,2024,2023.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,132031758.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:提取保险保障基金
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::运营费用,,运营费用,建信人寿,2024,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,107403898.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:运营费用
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::运营费用,,运营费用,建信人寿,2024,2023.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,120201921.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:运营费用
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::计算机相关费用,,计算机相关费用,建信人寿,2024,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,88268810.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:计算机相关费用
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::计算机相关费用,,计算机相关费用,建信人寿,2024,2023.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,102715057.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:计算机相关费用
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::培训费,,培训费,建信人寿,2024,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,54199192.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:培训费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::培训费,,培训费,建信人寿,2024,2023.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,53357978.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:培训费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::房屋相关费用,,房屋相关费用,建信人寿,2024,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,51186951.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:房屋相关费用
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::房屋相关费用,,房屋相关费用,建信人寿,2024,2023.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,50890013.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:房屋相关费用
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::业务活动费,,业务活动费,建信人寿,2024,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,48261133.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:业务活动费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::业务活动费,,业务活动费,建信人寿,2024,2023.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,47864676.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:业务活动费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::广告宣传费,,广告宣传费,建信人寿,2024,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,27516968.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:广告宣传费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::广告宣传费,,广告宣传费,建信人寿,2024,2023.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,20525688.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:广告宣传费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::监管费,,监管费,建信人寿,2024,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,19363252.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:监管费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::监管费,,监管费,建信人寿,2024,2023.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,16654907.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:监管费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::差旅费,,差旅费,建信人寿,2024,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,16817137.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:差旅费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::差旅费,,差旅费,建信人寿,2024,2023.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,15874156.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:差旅费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::专业服务费,,专业服务费,建信人寿,2024,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,15571857.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:专业服务费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::专业服务费,,专业服务费,建信人寿,2024,2023.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,15439431.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:专业服务费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::租赁费用及租赁负债利息支出,,租赁费用及租赁负债利息支出,建信人寿,2024,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,12082116.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:租赁费用及租赁负债利息支出
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::租赁费用及租赁负债利息支出,,租赁费用及租赁负债利息支出,建信人寿,2024,2023.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,18918444.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:租赁费用及租赁负债利息支出
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::业务招待费,,业务招待费,建信人寿,2024,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,7039509.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:业务招待费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::业务招待费,,业务招待费,建信人寿,2024,2023.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,13732957.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:业务招待费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::其他,,其他,建信人寿,2024,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,15446529.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:其他
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::其他,,其他,建信人寿,2024,2023.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,14063067.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:其他
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::小计,,小计,建信人寿,2024,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,2663455832.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:小计
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::小计,,小计,建信人寿,2024,2023.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,2512866825.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:小计
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::减：当期发生的保险获取现金流量,,减：当期发生的保险获取现金流量,建信人寿,2024,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,-910092322.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:减：当期发生的保险获取现金流量
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::减：当期发生的保险获取现金流量,,减：当期发生的保险获取现金流量,建信人寿,2024,2023.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,-954145252.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:减：当期发生的保险获取现金流量
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::当期发生的其他保险履约现金流,,当期发生的其他保险履约现金流,建信人寿,2024,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,-1228018171.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:当期发生的其他保险履约现金流
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::当期发生的其他保险履约现金流,,当期发生的其他保险履约现金流,建信人寿,2024,2023.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,-1143501971.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:当期发生的其他保险履约现金流
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::合计,,合计,建信人寿,2024,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,525345339.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:合计
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::合计,,合计,建信人寿,2024,2023.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,415219602.0,建信人寿2024年报__业务及管理费__20260721T155107:p150:合计
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::工资及福利费,,工资及福利费,建信人寿,2025,2025.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,1407764109.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:工资及福利费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::工资及福利费,,工资及福利费,建信人寿,2025,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,1301135944.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:工资及福利费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::资产托管费,,资产托管费,建信人寿,2025,2025.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,506037570.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:资产托管费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::资产托管费,,资产托管费,建信人寿,2025,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,408559509.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:资产托管费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::资产折旧及摊销,,资产折旧及摊销,建信人寿,2025,2025.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,349278171.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:资产折旧及摊销
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::资产折旧及摊销,,资产折旧及摊销,建信人寿,2025,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,354381397.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:资产折旧及摊销
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::提取保险保障基金,,提取保险保障基金,建信人寿,2025,2025.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,161573397.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:提取保险保障基金
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::提取保险保障基金,,提取保险保障基金,建信人寿,2025,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,136221630.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:提取保险保障基金
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::运营费用,,运营费用,建信人寿,2025,2025.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,116756888.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:运营费用
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::运营费用,,运营费用,建信人寿,2025,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,107403898.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:运营费用
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::计算机相关费用,,计算机相关费用,建信人寿,2025,2025.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,96105471.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:计算机相关费用
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::计算机相关费用,,计算机相关费用,建信人寿,2025,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,88268810.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:计算机相关费用
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::业务活动费,,业务活动费,建信人寿,2025,2025.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,57940151.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:业务活动费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::业务活动费,,业务活动费,建信人寿,2025,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,48261133.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:业务活动费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::房屋相关费用,,房屋相关费用,建信人寿,2025,2025.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,49371025.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:房屋相关费用
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::房屋相关费用,,房屋相关费用,建信人寿,2025,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,51186951.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:房屋相关费用
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::培训费,,培训费,建信人寿,2025,2025.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,45099246.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:培训费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::培训费,,培训费,建信人寿,2025,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,54199192.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:培训费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::监管费,,监管费,建信人寿,2025,2025.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,23343699.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:监管费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::监管费,,监管费,建信人寿,2025,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,19363252.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:监管费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::广告宣传费,,广告宣传费,建信人寿,2025,2025.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,23207487.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:广告宣传费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::广告宣传费,,广告宣传费,建信人寿,2025,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,27516968.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:广告宣传费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::专业服务费,,专业服务费,建信人寿,2025,2025.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,15794579.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:专业服务费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::专业服务费,,专业服务费,建信人寿,2025,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,15571857.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:专业服务费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::差旅费,,差旅费,建信人寿,2025,2025.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,14560402.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:差旅费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::差旅费,,差旅费,建信人寿,2025,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,16817137.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:差旅费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::租赁费用及租赁负债利息支出,,租赁费用及租赁负债利息支出,建信人寿,2025,2025.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,13567766.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:租赁费用及租赁负债利息支出
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::租赁费用及租赁负债利息支出,,租赁费用及租赁负债利息支出,建信人寿,2025,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,12082116.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:租赁费用及租赁负债利息支出
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::业务招待费,,业务招待费,建信人寿,2025,2025.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,5033882.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:业务招待费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::业务招待费,,业务招待费,建信人寿,2025,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,7039509.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:业务招待费
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::其他,,其他,建信人寿,2025,2025.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,10485244.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:其他
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::其他,,其他,建信人寿,2025,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,15446529.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:其他
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::小计,,小计,建信人寿,2025,2025.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,2895919087.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:小计
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::小计,,小计,建信人寿,2025,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,2663455832.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:小计
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::减：当期发生的保险获取现金流量,,减：当期发生的保险获取现金流量,建信人寿,2025,2025.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,-951566634.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:减：当期发生的保险获取现金流量
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::减：当期发生的保险获取现金流量,,减：当期发生的保险获取现金流量,建信人寿,2025,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,-910092322.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:减：当期发生的保险获取现金流量
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::当期发生的其他保险履约现金流,,当期发生的其他保险履约现金流,建信人寿,2025,2025.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,-1240443338.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:当期发生的其他保险履约现金流
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::当期发生的其他保险履约现金流,,当期发生的其他保险履约现金流,建信人寿,2025,2024.0,,False,元,1,AUTO_EXACT_IDENTITY,OK,-1228018171.0,建信人寿2025年报__业务及管理费__20260721T154201:p139:当期发生的其他保险履约现金流
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::合计,,合计,建信人寿,2025,2025.0,,False,元,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,建信人寿2025年报__业务及管理费__20260721T154201:p139:合计 | 建信人寿2025年报__业务及管理费__20260721T154201:p140:合计
建信人寿业务及管理费20222025,CANON::建信人寿业务及管理费20222025::::合计,,合计,建信人寿,2025,2024.0,,False,元,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,建信人寿2025年报__业务及管理费__20260721T154201:p139:合计 | 建信人寿2025年报__业务及管理费__20260721T154201:p140:合计
建信人寿业务及管理费20222025,RAW::建信人寿业务及管理费20222025::::88债权投资减值损失,,88债权投资减值损失,建信人寿,2025,2025.0,,False,元,1,UNMAPPED_PRESERVED,OK,484638863.0,建信人寿2025年报__业务及管理费__20260721T154201:p140:88债权投资减值损失
建信人寿业务及管理费20222025,RAW::建信人寿业务及管理费20222025::::88债权投资减值损失,,88债权投资减值损失,建信人寿,2025,2024.0,,False,元,1,UNMAPPED_PRESERVED,OK,297295074.0,建信人寿2025年报__业务及管理费__20260721T154201:p140:88债权投资减值损失
建信人寿业务及管理费20222025,RAW::建信人寿业务及管理费20222025::::其他债权投资减值损失,,其他债权投资减值损失,建信人寿,2025,2025.0,,False,元,1,UNMAPPED_PRESERVED,OK,11094414.0,建信人寿2025年报__业务及管理费__20260721T154201:p140:其他债权投资减值损失
建信人寿业务及管理费20222025,RAW::建信人寿业务及管理费20222025::::其他债权投资减值损失,,其他债权投资减值损失,建信人寿,2025,2024.0,,False,元,1,UNMAPPED_PRESERVED,OK,-4460144.0,建信人寿2025年报__业务及管理费__20260721T154201:p140:其他债权投资减值损失
建信人寿业务及管理费20222025,RAW::建信人寿业务及管理费20222025::::定期存款减值损失,,定期存款减值损失,建信人寿,2025,2025.0,,False,元,1,UNMAPPED_PRESERVED,OK,275609.0,建信人寿2025年报__业务及管理费__20260721T154201:p140:定期存款减值损失
建信人寿业务及管理费20222025,RAW::建信人寿业务及管理费20222025::::定期存款减值损失,,定期存款减值损失,建信人寿,2025,2024.0,,False,元,1,UNMAPPED_PRESERVED,OK,1557660.0,建信人寿2025年报__业务及管理费__20260721T154201:p140:定期存款减值损失
建信人寿业务及管理费20222025,RAW::建信人寿业务及管理费20222025::::其他信用减值损失,,其他信用减值损失,建信人寿,2025,2025.0,,False,元,1,UNMAPPED_PRESERVED,OK,2132407.0,建信人寿2025年报__业务及管理费__20260721T154201:p140:其他信用减值损失
建信人寿业务及管理费20222025,RAW::建信人寿业务及管理费20222025::::其他信用减值损失,,其他信用减值损失,建信人寿,2025,2024.0,,False,元,1,UNMAPPED_PRESERVED,OK,4378349.0,建信人寿2025年报__业务及管理费__20260721T154201:p140:其他信用减值损失
